LAYER,SL_GEW_NAM,SL_GEW_KNZ,GEB_HQ,DATUM_BEOB,LINK,longitude,latitude
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823489460077708,48.60679074417233
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824015719474259,48.60672732019361
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82444465420772,48.60665075338646
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824825532194335,48.60654133465654
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825126619740203,48.60645132616517
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825552468992674,48.60650828068943
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826074967695018,48.606606678415005
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826646284530394,48.60670557676542
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827211425732905,48.606808465916274
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827484920978252,48.606855766535425
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827540771310822,48.60681586083964
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827555780998294,48.606694606570194
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827420587752206,48.605944574783074
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827355434775152,48.60559587615541
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827271392439211,48.604876709927616
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827246982513724,48.604613418963666
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82721722444003,48.60431769840834
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827158440865581,48.603693893090664
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827161433866944,48.60356442651113
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826968373034745,48.6034693802362
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.8264863296952,48.60344694362154
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826071246175232,48.60384922580541
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825432137403908,48.60385989208774
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82497203501954,48.603597543265586
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824746031225303,48.60329177946523
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824685971459015,48.60269340910382
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82467180793023,48.60239783654882
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824763832755053,48.60178041148676
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82490802828547,48.60127523120842
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82482863137529,48.60101542932366
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824526153067508,48.60086188863564
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824149996300969,48.60107561279479
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823470266634843,48.60172139386106
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823485429690491,48.601068831095596
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823002119741135,48.60069172782207
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822565021473164,48.600555572226256
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821622712840172,48.60047074771293
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820690833833757,48.600400505313466
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820142767971117,48.600354426102214
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818672393201869,48.60021997666759
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81818200241368,48.600579164818285
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.817685682552165,48.60093019437712
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.817341583555882,48.60129491420193
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.817111963888332,48.60172152346863
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.817056080409062,48.60202446420042
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81696530631053,48.602651021749196
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.816993565510154,48.603659018280204
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.816932038787566,48.60481495356804
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.8166574053735,48.60585419825954
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.816230594461905,48.60675445825243
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.816882239907438,48.60657793336984
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.817417796948302,48.606566259392935
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81846351894053,48.60669073556316
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818935161820018,48.60674616352245
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81995829932744,48.60683353827145
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820039136311077,48.60650656724045
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820187858417585,48.60614792475712
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820431157888144,48.605919751666896
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820875489587772,48.605574238241466
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821037909853837,48.6048879393207
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821078846282388,48.60470220957839
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821558604928171,48.60506324570049
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821868695193022,48.60537397377218
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821986925736988,48.60580008957549
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821999288750172,48.606318217616426
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821527801583665,48.606912323722455
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81855785968908,48.59976758213064
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818615273344877,48.5999219510834
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81872683931274,48.60010924753292
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818762672468564,48.60014198761716
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820720214047904,48.60031785481808
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821596596804463,48.59950933905637
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82356354893722,48.59919163281214
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824018029185945,48.598950074956086
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824271237549825,48.598826693125595
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824630795406618,48.59858417181164
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825006935545337,48.597998256991964
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825110933659413,48.597574126877404
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82520874950569,48.597112856831885
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82451972372025,48.59677167057807
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823638517223445,48.596335324449555
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82319175225262,48.59587270399335
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82326381986279,48.59509511935651
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823949073122648,48.59485555633228
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825226313586937,48.5946538111577
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826302136434254,48.59430055594606
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826549208596074,48.59416952899175
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826926209933845,48.59369584697771
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827077430812944,48.59282933826412
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827208317137261,48.59218317829992
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827699458573845,48.5911258841152
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828531001424606,48.5899890743169
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828553191350007,48.58942477367403
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828549893245127,48.58930333288794
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828117399516657,48.58848551652517
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82784382459341,48.58805885856119
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828012911745617,48.58746510888201
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827996289540549,48.58706415014887
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82806251542494,48.58681289660712
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82814506904391,48.586601887457654
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828217553391779,48.586396337288974
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82821312141777,48.5860604029593
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.828079871962695,48.585755538128325
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.827327424237913,48.585322960223564
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82683195313217,48.58511962349339
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82644430235331,48.58500235610022
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82622523663654,48.58497989374602
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826036188070193,48.58497796243528
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82591777986572,48.58508602125848
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825818148917222,48.58517403408981
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825815518402088,48.585287318945326
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825879139193704,48.58543769956331
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826010405037758,48.585564488085154
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82607617895343,48.58562181618826
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826055713460018,48.58571469124188
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826067931336697,48.586372426742415
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826107528807436,48.58650637321192
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826255877287345,48.586948994110436
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826304015456628,48.58724085232898
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.826094977636053,48.58744308838165
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82569678861913,48.58751591769255
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825250377934928,48.5875639862083
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.825123157809326,48.5875262642913
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824960096366453,48.58745580417266
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824970419783467,48.58753684589333
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82502802118504,48.58768312083691
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82489638922377,48.588098602874624
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82471962542953,48.58861883942706
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82464981536271,48.588998532435795
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824517803655851,48.589167147039596
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824685839421507,48.58849709008265
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824792444874888,48.58758358973432
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824436186749079,48.587163128629996
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.824074415298902,48.587244416971515
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823568791563217,48.58774107238193
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823234015663996,48.58797236636709
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823032476779446,48.58824548996467
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822910485670658,48.588638810719715
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822790849082052,48.58879946311152
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822683139538677,48.58897237813669
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822677877791572,48.58919893853136
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822706484922586,48.589411701345824
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822835483468056,48.58963559606019
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822947126031648,48.58981883891145
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822960153907529,48.59004559549689
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822958742712137,48.59036933256635
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82307677485206,48.59054050832073
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823028255576778,48.59079091154142
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822999152556696,48.590992955230064
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822941256501759,48.59112186984021
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822906822458817,48.59129148339494
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822671302170004,48.59145094759189
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822631325956044,48.59159622242863
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822669593486618,48.59178681700534
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822896654125243,48.59199148919018
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822968623035312,48.5920448253086
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823210801178439,48.592124192667704
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823415923181795,48.59222340866224
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.823219713095698,48.592265922399925
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822883228687049,48.59230699537596
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.822529950650745,48.59228315127059
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82217715254139,48.59223908262918
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821799749557352,48.59220284265902
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.8216028883974,48.59227367693175
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821424974334082,48.59244789043865
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821289012099975,48.592523383622215
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.821047672075984,48.59267065584116
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82089443775303,48.59270146466673
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82077526533746,48.59284188261364
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820599403307162,48.59305860831057
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820497657129135,48.59323562832129
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82047494450818,48.59342559543228
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820403513533595,48.59361101580714
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820442983366204,48.59388053909958
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.8204809753828,48.594083266379144
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.82041470248664,48.59430920780393
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820300119157285,48.594514437676764
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820174269752378,48.59467906298696
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820137463801535,48.59494981929275
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820128113402237,48.59548188582801
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.820110543913819,48.595712374099826
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.819919078307617,48.59607462586101
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.81970239652603,48.59621000736036
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.819295688431245,48.596383902042184
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.819047072569857,48.5965796427395
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818632345617319,48.59696590554262
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818535855430847,48.59717940366905
Historische Hochwasserereignisse,Schmutter,"1,194E+15",HQ 50,24.08.2005,http://www.wwa-don.bayern.de/,10.818513304763123,48.59736127955184
