Latitude,Longitude,Flood Depth (m)
48.45769293425043,11.850493388401224,0.9530029
48.45769259938971,11.850506897348502,0.88098145
48.45769226452742,11.850520406295532,0.9299927
48.45769192966354,11.850533915242316,0.8699951
48.457691594798064,11.85054742418885,0.7510071
48.45769125993102,11.850560933135137,0.61099243
48.45769092506238,11.850574442081179,0.77297974
48.457690590192165,11.85058795102697,0.6569824
48.45769025532036,11.850601459972514,0.7510071
48.457689920446974,11.850614968917812,0.56500244
48.457689585572005,11.85062847786286,0.53900146
48.45768925069545,11.850641986807663,0.53900146
48.45768858093758,11.850669004696522,0.5539856
48.45768824605628,11.850682513640582,0.5130005
48.45770638098138,11.849587785085108,0.57598877
48.45770604622688,11.849601294046597,0.6799927
48.457705711470815,11.849614803007839,0.7160034
48.45770537671316,11.849628311968834,0.81500244
48.45770504195392,11.84964182092958,1.1560059
48.45770470719311,11.84965532989008,1.42099
48.457704372430705,11.84966883885033,1.1009827
48.45770403766671,11.849682347810337,1.7099915
48.457703702901135,11.849695856770092,1.5579834
48.45770336813398,11.8497093657296,1.8339844
48.457703033365235,11.849722874688862,1.6829834
48.4577026985949,11.849736383647876,1.3670044
48.457702363822996,11.849749892606642,1.0509949
48.45770202904951,11.849763401565161,1.0610046
48.45770169427443,11.849776910523431,1.1600037
48.45770135949777,11.849790419481456,1.4199829
48.45770102471953,11.849803928439231,1.7590027
48.4577006899397,11.849817437396759,1.6730042
48.45770035515827,11.84983094635404,1.8399963
48.457700020375285,11.849844455311072,1.8529968
48.457699685590704,11.849857964267857,1.8659973
48.45769935080454,11.849871473224397,1.8329773
48.45769901601678,11.849884982180686,1.8829956
48.457698681227455,11.849898491136729,1.8309937
48.45769834643654,11.849912000092525,1.8509827
48.45769801164404,11.849925509048072,1.92099
48.45769767684995,11.849939018003372,1.9920044
48.45769734205428,11.849952526958424,1.8619995
48.45769700725704,11.84996603591323,1.8519897
48.45769667245819,11.849979544867788,1.8099976
48.45769633765777,11.849993053822097,1.8389893
48.457696002855776,11.850006562776159,1.8519897
48.45769566805218,11.850020071729974,1.8259888
48.45769533324701,11.85003358068354,1.9579773
48.45769499844025,11.85004708963686,1.9490051
48.45769466363191,11.85006059858993,1.9509888
48.45769432882199,11.850074107542756,1.9299927
48.45769399401048,11.850087616495331,1.8979797
48.45769365919739,11.85010112544766,1.8869934
48.45769332438272,11.850114634399741,1.8880005
48.45769298956645,11.850128143351576,1.8880005
48.45769265474861,11.850141652303162,1.8779907
48.45769231992918,11.8501551612545,1.8989868
48.45769198510817,11.85016867020559,1.927002
48.45769165028558,11.850182179156434,1.9320068
48.4576913154614,11.850195688107029,1.9369812
48.45769098063564,11.850209197057376,1.9429932
48.45769064580829,11.850222706007477,1.947998
48.45769031097935,11.850236214957329,1.9079895
48.45768997614884,11.850249723906936,1.8079834
48.45768964131674,11.850263232856292,1.8469849
48.457689306483054,11.850276741805404,1.8580017
48.45768897164779,11.850290250754265,1.848999
48.457688636810936,11.85030375970288,1.8540039
48.45768830197251,11.850317268651246,1.9060059
48.45768796713249,11.850330777599366,1.9490051
48.45768763229089,11.850344286547237,1.9559937
48.4576872974477,11.85035779549486,1.8979797
48.45768696260293,11.850371304442238,1.8179932
48.45768662775657,11.850384813389367,1.8930054
48.45768629290864,11.850398322336249,1.9100037
48.45768595805911,11.85041183128288,1.8979797
48.45768562320801,11.850425340229267,1.8890076
48.45768528835531,11.850438849175406,1.8639832
48.457684953501044,11.850452358121297,1.8309937
48.45768461864518,11.850465867066939,1.6789856
48.457684283787735,11.850479376012334,1.4320068
48.45768394892871,11.850492884957482,1.618988
48.45768361406811,11.850506393902382,1.9129944
48.4576832792059,11.850519902847035,1.9599915
48.457682944342125,11.850533411791439,1.8789978
48.45768260947678,11.850546920735598,1.7929993
48.45768227460983,11.850560429679508,1.7609863
48.45768193974129,11.85057393862317,1.5879822
48.45768160487118,11.850587447566584,1.7200012
48.45768126999948,11.85060095650975,1.7019958
48.4576809351262,11.850614465452669,1.5849915
48.45768060025134,11.85062797439534,1.4230042
48.45768026537488,11.850641483337764,1.1919861
48.45767993049685,11.85065499227994,1.368988
48.457679595617236,11.850668501221868,1.0839844
48.45767926073603,11.850682010163549,1.3710022
48.45767892585326,11.850695519104983,1.2099915
48.45767859096888,11.850709028046168,1.1990051
48.45767825608293,11.850722536987105,1.0650024
48.4576779211954,11.850736045927796,1.0229797
48.45767758630627,11.850749554868239,0.92099
48.457677251415575,11.850763063808433,0.9159851
48.45767691652328,11.850776572748378,1.0130005
48.4576765816294,11.85079008168808,1.0269775
48.45767624673395,11.85080359062753,1.0390015
48.4576759118369,11.850817099566735,0.7579956
48.457675576938286,11.85083060850569,0.7590027
48.45767524203808,11.850844117444401,0.7839966
48.45767490713628,11.85085762638286,0.68499756
48.457674572232904,11.850871135321075,0.61499023
48.45767423732795,11.850884644259041,0.5799866
48.45767323260356,11.850925171071452,0.59298706
48.457701747315404,11.849411665309965,0.6040039
48.45769906940074,11.849519737001671,0.5749817
48.45769873465427,11.84953324596202,0.70700073
48.45769839990623,11.849546754922123,0.65600586
48.4576980651566,11.849560263881976,0.8370056
48.45769773040539,11.849573772841584,0.7869873
48.457697395652595,11.849587281800941,1.3119812
48.457697060898205,11.849600790760054,1.5579834
48.457696726142245,11.849614299718917,1.7149963
48.45769639138471,11.849627808677534,1.789978
48.457696056625565,11.849641317635902,1.8339844
48.45769572186485,11.849654826594024,1.821991
48.45769538710255,11.849668335551897,1.8209839
48.457695052338664,11.849681844509522,1.868988
48.4576947175732,11.8496953534669,1.8280029
48.45769438280614,11.849708862424032,1.8599854
48.4576940480375,11.849722371380915,1.8549805
48.45769371326728,11.849735880337551,1.6860046
48.45769337849548,11.84974938929394,1.3699951
48.45769304372209,11.84976289825008,1.2789917
48.457692708947114,11.849776407205972,1.4069824
48.45769237417057,11.849789916161619,1.4660034
48.45769203939243,11.849803425117017,1.7070007
48.45769170461271,11.849816934072168,1.7709961
48.457691369831394,11.84983044302707,1.7839966
48.4576910350485,11.849843951981725,1.7969971
48.457690700264024,11.849857460936132,1.8099976
48.45769036547796,11.849870969890292,1.8089905
48.457690030690316,11.849884478844206,1.8899841
48.457689695901095,11.849897987797869,1.8809814
48.45768936111028,11.849911496751286,1.9909973
48.45768902631789,11.849925005704455,1.9109802
48.457688691523906,11.84993851465738,1.9349976
48.45768835672834,11.84995202361005,1.8389893
48.4576880219312,11.84996553256248,1.8760071
48.45768768713246,11.849979041514658,1.8359985
48.45768735233216,11.849992550466592,1.8649902
48.45768701753024,11.850006059418273,1.8179932
48.45768668272677,11.85001956836971,1.9509888
48.457686347921694,11.8500330773209,1.9490051
48.45768601311505,11.85004658627184,1.9309998
48.45768567830681,11.850060095222533,1.901001
48.457685343497,11.850073604172982,1.8919983
48.457685008685594,11.850087113123177,1.8919983
48.457684673872606,11.85010062207313,1.8930054
48.457684339058034,11.850114131022833,1.8939819
48.45768400424187,11.850127639972289,1.8909912
48.45768366942414,11.850141148921496,1.8779907
48.457683334604816,11.850154657870457,1.9100037
48.45768299978391,11.85016816681917,1.9259949
48.45768266496142,11.850181675767635,1.9320068
48.457682330137345,11.850195184715853,1.9369812
48.45768199531169,11.850208693663822,1.9419861
48.45768166048445,11.850222202611544,1.946991
48.45768132565562,11.85023571155902,1.8649902
48.4576809908252,11.850249220506246,1.8049927
48.457680655993215,11.850262729453226,1.7929993
48.457680321159636,11.850276238399957,1.8179932
48.45767998632447,11.85028974734644,1.8769836
48.45767965148773,11.850303256292678,1.8930054
48.4576793166494,11.850316765238667,1.9450073
48.45767898180949,11.85033027418441,1.947998
48.457678646967985,11.850343783129903,1.9920044
48.45767831212491,11.850357292075149,2.0
48.457677977280234,11.850370801020146,1.815979
48.457677642434,11.850384309964898,1.9129944
48.45767730758615,11.8503978189094,1.8779907
48.45767697273675,11.850411327853656,1.8599854
48.45767663788574,11.850424836797664,1.9190063
48.45767630303315,11.850438345741425,1.92099
48.45767596817899,11.850451854684938,1.9779968
48.457675633323234,11.850465363628203,1.9389954
48.457675298465894,11.85047887257122,1.8059998
48.457674963606976,11.85049238151399,1.7739868
48.45767462874646,11.850505890456512,1.9440002
48.45767429388438,11.850519399398785,1.9089966
48.45767395902071,11.850532908340812,1.875
48.457673624155454,11.850546417282592,1.8779907
48.4576732892886,11.850559926224124,1.8819885
48.45767295442018,11.850573435165407,1.8849792
48.45767261955017,11.850586944106443,1.8890076
48.45767228467859,11.850600453047232,1.8919983
48.45767194980541,11.850613961987772,1.894989
48.45767161493066,11.850627470928067,1.8999939
48.4576712800543,11.850640979868112,1.9119873
48.457670945176375,11.85065448880791,1.9239807
48.45767061029686,11.85066799774746,1.9360046
48.457670275415765,11.850681506686763,1.9490051
48.457669940533094,11.850695015625817,1.9609985
48.457669605648825,11.850708524564626,1.9709778
48.45766927076297,11.850722033503185,1.9689941
48.45766893587554,11.850735542441496,1.9679871
48.45766860098652,11.850749051379562,1.9649963
48.45766826609593,11.850762560317378,1.8919983
48.457667931203744,11.850776069254948,1.8619995
48.457667596309975,11.85078957819227,1.8760071
48.45766726141462,11.850803087129343,1.8580017
48.45766692651768,11.850816596066167,1.7619934
48.45766659161917,11.850830105002746,1.5529785
48.457666256719065,11.850843613939077,1.644989
48.45766592181738,11.85085712287516,1.6170044
48.45766558691412,11.850870631810995,1.21698
48.45766525200925,11.850884140746585,0.9949951
48.45766491710282,11.850897649681926,1.1430054
48.457664582194795,11.850911158617016,1.1159973
48.45766424728519,11.850924667551862,1.3129883
48.45766391237399,11.850938176486459,1.0350037
48.45766357746122,11.850951685420808,1.0939941
48.45766324254686,11.850965194354908,0.9989929
48.45766290763092,11.850978703288765,1.052002
48.45766257271339,11.85099221222237,1.151001
48.45766223779428,11.85100572115573,0.64797974
48.45766190287358,11.851019230088838,0.61099243
48.457661567951305,11.851032739021703,0.58200073
48.45769276198525,11.849411162056963,1.6779785
48.45769242725156,11.849424671016914,0.58999634
48.4576920925163,11.849438179976618,0.5449829
48.45769175777944,11.849451688936075,0.519989
48.45769142304101,11.849465197895283,0.5239868
48.45769108830099,11.849478706854246,0.63998413
48.457690753559376,11.849492215812958,0.88900757
48.45769041881619,11.849505724771426,1.1560059
48.45769008407142,11.849519233729646,1.5029907
48.45768974932507,11.849532742687614,0.8999939
48.457689414577125,11.84954625164534,1.3280029
48.45768907982761,11.849559760602814,1.6130066
48.45768874507649,11.849573269560043,1.7669983
48.4576884103238,11.849586778517024,1.7299805
48.457688075569514,11.849600287473757,1.7850037
48.45768774081367,11.849613796430242,1.8549805
48.45768740605622,11.84962730538648,1.8429871
48.457687071297194,11.849640814342472,1.8320007
48.45768673653658,11.849654323298216,1.8200073
48.45768640177439,11.84966783225371,1.8089905
48.457686067010606,11.849681341208958,1.7969971
48.45768573224523,11.84969485016396,1.7859802
48.45768539747829,11.849708359118711,1.7789917
48.45768506270976,11.849721868073217,1.7720032
48.45768472793965,11.849735377027475,1.802002
48.45768439316795,11.849748885981485,1.6889954
48.45768405839467,11.849762394935249,1.4190063
48.457683723619795,11.849775903888762,1.6529846
48.45768338884335,11.84978941284203,1.6749878
48.45768305406531,11.84980292179505,1.7369995
48.45768271928569,11.849816430747822,1.7599792
48.45768238450449,11.849829939700347,1.7819824
48.457682049721704,11.849843448652624,1.8039856
48.45768171493734,11.849856957604652,1.8139954
48.45768138015138,11.849870466556437,1.8129883
48.457681045363834,11.84988397550797,1.8809814
48.457680710574714,11.849897484459255,1.947998
48.457680375784,11.849910993410296,1.9620056
48.45768004099171,11.849924502361086,1.9660034
48.457679706197844,11.849938011311632,1.8979797
48.45767937140238,11.849951520261927,1.8809814
48.45767903660535,11.849965029211978,1.8989868
48.457678701806714,11.849978538161777,1.8609924
48.45767836700651,11.84999204711133,1.8580017
48.45767803220472,11.850005556060637,1.9429932
48.45767769740134,11.850019065009697,1.9309998
48.45767736259637,11.850032573958506,1.9049988
48.45767702778983,11.85004608290707,1.8959961
48.4576766929817,11.850059591855386,1.8970032
48.45767635817197,11.850073100803455,1.8979797
48.45767602336069,11.850086609751274,1.8989868
48.45767568854781,11.850100118698846,1.8989868
48.457675353733336,11.850113627646172,1.8999939
48.4576750189173,11.85012713659325,1.8939819
48.45767468409966,11.85014064554008,1.8719788
48.45767434928043,11.850154154486662,1.92099
48.45767401445963,11.850167663432996,1.9259949
48.45767367963725,11.850181172379083,1.9309998
48.45767334481329,11.850194681324924,1.9360046
48.45767300998773,11.850208190270514,1.9419861
48.45767267516059,11.85022169921586,1.9109802
48.457672340331875,11.850235208160957,1.8280029
48.457672005501564,11.850248717105805,1.7779846
48.457671670669676,11.850262226050406,1.8070068
48.457671335836196,11.85027573499476,1.8509827
48.457671001001145,11.850289243938866,1.9509888
48.4576706661645,11.850302752882724,1.9029846
48.457670331326284,11.850316261826336,1.972992
48.457669996486466,11.850329770769699,1.9830017
48.45766966164507,11.850343279712815,2.0079956
48.45766932680211,11.85035678865568,2.0229797
48.45766899195754,11.850370297598303,1.927002
48.4576686571114,11.850383806540677,1.8609924
48.45766832226367,11.850397315482802,1.9709778
48.45766798741436,11.850410824424678,1.9539795
48.45766765256346,11.850424333366309,1.9329834
48.457667317710985,11.850437842307691,1.9639893
48.457666982856914,11.850451351248825,1.9339905
48.45766664800127,11.850464860189712,1.9100037
48.45766631314404,11.850478369130354,1.8849792
48.45766597828521,11.850491878070743,1.8760071
48.45766564342482,11.850505387010887,1.8789978
48.45766530856284,11.850518895950783,1.8809814
48.457664973699266,11.850532404890433,1.8840027
48.45766463883412,11.850545913829833,1.8869934
48.45766430396738,11.850559422768987,1.8890076
48.45766396909906,11.850572931707893,1.8919983
48.45766363422916,11.850586440646552,1.894989
48.45766329935767,11.850599949584963,1.8979797
48.4576629644846,11.850613458523126,1.8979797
48.45766262960995,11.85062696746104,1.8970032
48.45766229473371,11.85064047639871,1.9089966
48.457661959855876,11.850653985336129,1.92099
48.457661624976474,11.850667494273301,1.9329834
48.45766129009548,11.850681003210225,1.9450073
48.457660955212916,11.850694512146903,1.9570007
48.45766062032875,11.850708021083332,1.9689941
48.457660285443005,11.850721530019513,1.9649963
48.45765995055569,11.850735038955447,1.9609985
48.45765961566677,11.850748547891135,1.9570007
48.457659280776284,11.850762056826571,1.9559937
48.457658945884205,11.850775565761763,1.9539795
48.45765861099054,11.850789074696708,1.9100037
48.45765827609529,11.850802583631403,1.8939819
48.457657941198455,11.850816092565852,1.8779907
48.45765760630004,11.85082960150005,1.9289856
48.457657271400045,11.850843110434004,1.9129944
48.45765693649846,11.85085661936771,1.9109802
48.457656601595296,11.850870128301166,1.8599854
48.45765626669054,11.850883637234377,1.9199829
48.457655931784224,11.85089714616734,1.8829956
48.4576555968763,11.850910655100051,1.8809814
48.457655261966806,11.85092416403252,1.9389954
48.45765492705571,11.850937672964738,1.9339905
48.45765459214304,11.85095118189671,1.8659973
48.45765425722878,11.850964690828434,1.8909912
48.45765392231295,11.85097819975991,1.8399963
48.45765358739553,11.850991708691138,1.9060059
48.457653252476526,11.851005217622118,1.8089905
48.45765291755593,11.851018726552851,1.0570068
48.457652582633756,11.851032235483336,1.4579773
48.45765224771001,11.851045744413574,1.243988
48.45765191278466,11.851059253343564,1.0249939
48.45765157785773,11.851072762273306,1.0039978
48.45765124292923,11.851086271202801,1.0480042
48.45765090799914,11.85109978013205,1.1679993
48.45765057306746,11.851113289061049,0.9459839
48.45765023813419,11.851126797989798,0.9069824
48.45764990319935,11.851140306918303,0.79299927
48.45764956826292,11.851153815846558,0.6569824
48.457646218811526,11.851288905115494,0.70599365
48.45768611974578,11.849316096094261,0.66000366
48.45768578502328,11.849329605053567,1.0299988
48.4576854502992,11.849343114012624,1.1019897
48.457685115573554,11.849356622971436,1.1820068
48.45768478084631,11.84937013193,1.3320007
48.45768444611747,11.849383640888316,1.7250061
48.45768411138706,11.849397149846386,1.6940002
48.45768377665507,11.849410658804207,1.2149963
48.45768344192149,11.849424167761779,1.6579895
48.45768310718633,11.849437676719106,1.6619873
48.45768277244957,11.849451185676184,1.3959961
48.45768243771124,11.849464694633015,1.4299927
48.45768210297133,11.849478203589598,1.3540039
48.45768176822982,11.849491712545934,1.6049805
48.45768143348675,11.849505221502023,1.92099
48.45768109874208,11.849518730457865,1.9490051
48.45768076399583,11.849532239413456,1.96698
48.45768042924799,11.849545748368802,1.8890076
48.45768009449857,11.8495592573239,1.7569885
48.45767975974757,11.849572766278753,1.7869873
48.45767942499499,11.849586275233353,1.8549805
48.45767909024081,11.849599784187708,1.8639832
48.45767875548506,11.849613293141818,1.8529968
48.45767842072772,11.849626802095676,1.8410034
48.457678085968794,11.849640311049288,1.8299866
48.45767775120829,11.849653820002654,1.8179932
48.457677416446195,11.849667328955773,1.8070068
48.457677081682526,11.849680837908643,1.7949829
48.457676746917265,11.849694346861265,1.7839966
48.45767641215043,11.849707855813639,1.7729797
48.45767607738199,11.849721364765767,1.7609863
48.457675742612,11.849734873717647,1.75
48.4576754078404,11.84974838266928,1.7380066
48.45767507306721,11.849761891620663,1.6929932
48.457674738292454,11.849775400571799,1.8439941
48.4576744035161,11.849788909522688,1.7709961
48.45767406873817,11.849802418473331,1.8370056
48.457673733958664,11.849815927423727,1.8429871
48.45767339917756,11.849829436373872,1.8429871
48.45767306439489,11.849842945323772,1.8429871
48.45767272961062,11.849856454273423,1.8429871
48.45767239482476,11.849869963222828,1.84198
48.45767206003732,11.849883472171983,1.8519897
48.45767172524831,11.84989698112089,1.927002
48.45767139045772,11.849910490069552,1.9450073
48.45767105566552,11.849923999017966,1.9060059
48.457670720871754,11.849937507966132,1.9179993
48.45767038607641,11.849951016914051,1.9230042
48.457670051279464,11.849964525861722,1.9219971
48.45766971648094,11.849978034809144,1.8859863
48.457669381680844,11.849991543756321,1.9199829
48.457669046879154,11.850005052703247,1.9079895
48.45766871207587,11.850018561649929,1.901001
48.45766837727102,11.850032070596361,1.901001
48.45766804246458,11.850045579542547,1.9019775
48.457667707656555,11.850059088488484,1.9029846
48.45766737284695,11.850072597434176,1.9039917
48.45766703803575,11.850086106379615,1.9049988
48.45766670322298,11.850099615324812,1.9049988
48.45766636840861,11.85011312426976,1.9060059
48.45766603359267,11.850126633214458,1.8970032
48.45766569877515,11.85014014215891,1.8769836
48.45766536395603,11.850153651103115,1.9199829
48.457665029135335,11.85016716004707,1.9249878
48.45766469431305,11.850180668990781,1.9309998
48.4576643594892,11.85019417793424,1.9360046
48.45766402466374,11.850207686877456,1.940979
48.457663689836714,11.85022119582042,1.8649902
48.45766335500809,11.850234704763139,1.8009949
48.4576630201779,11.85024821370561,1.7850037
48.45766268534611,11.850261722647835,1.8289795
48.45766235051274,11.850275231589809,1.8729858
48.45766201567778,11.850288740531537,1.9169922
48.457661680841255,11.85030224947302,1.9459839
48.457661346003135,11.850315758414252,1.9559937
48.45766101116344,11.850329267355235,1.9249878
48.45766067632215,11.850342776295975,1.9400024
48.457660341479276,11.850356285236465,1.9689941
48.45766000663482,11.850369794176709,1.9779968
48.457659671788775,11.850383303116702,1.9869995
48.457659336941155,11.85039681205645,1.9649963
48.457659002091944,11.850410320995948,1.9440002
48.457658667241155,11.850423829935202,1.9530029
48.45765833238879,11.850437338874206,1.9289856
48.45765799753483,11.850450847812962,1.9079895
48.45765766267928,11.85046435675147,1.8970032
48.457657327822155,11.850477865689731,1.8859863
48.45765699296345,11.850491374627746,1.8809814
48.45765665810315,11.850504883565511,1.8840027
48.45765632324127,11.85051839250303,1.8869934
48.4576559883778,11.8505319014403,1.8899841
48.45765565351277,11.850545410377324,1.8919983
48.45765531864613,11.8505589193141,1.894989
48.457654983777914,11.850572428250628,1.8979797
48.45765464890812,11.850585937186906,1.8999939
48.45765431403674,11.85059944612294,1.9029846
48.457653979163766,11.850612955058725,1.894989
48.457653644289216,11.850626463994262,1.8939819
48.457653309413075,11.850639972929551,1.9060059
48.45765297453537,11.850653481864594,1.9179993
48.45765263965606,11.850666990799388,1.9299927
48.45765230477518,11.850680499733935,1.9419861
48.45765196989271,11.850694008668235,1.9539795
48.45765163500865,11.850707517602286,1.9660034
48.45765130012302,11.850721026536089,1.9620056
48.4576509652358,11.850734535469645,1.9579773
48.45765063034699,11.850748044402955,1.9539795
48.4576502954566,11.850761553336014,1.9499817
48.45764996056463,11.850775062268827,1.9459839
48.45764962567107,11.850788571201393,1.9429932
48.45764929077593,11.850802080133711,1.9349976
48.45764895587921,11.85081558906578,1.9069824
48.4576486209809,11.850829097997602,1.8909912
48.45764828608101,11.850842606929179,1.8659973
48.457647951179524,11.850856115860505,1.8389893
48.45764761627647,11.850869624791585,1.9039917
48.45764728137183,11.850883133722416,1.9620056
48.457646946465594,11.850896642653,1.973999
48.45764661155778,11.850910151583335,1.972992
48.45764627664838,11.850923660513425,1.9859924
48.457645941737404,11.850937169443265,1.9559937
48.45764560682483,11.85095067837286,1.9259949
48.45764527191069,11.850964187302203,1.8500061
48.45764493699496,11.850977696231304,1.8999939
48.457644602077636,11.850991205160152,1.9320068
48.457644267158734,11.851004714088756,1.9049988
48.45764393223825,11.85101822301711,1.8179932
48.457643597316185,11.851031731945218,1.8659973
48.45764326239254,11.851045240873077,1.8710022
48.457642927467305,11.85105874980069,1.8529968
48.457642592540466,11.851072258728054,1.8779907
48.45764225761208,11.85108576765517,1.9279785
48.457641922682086,11.851099276582039,1.9979858
48.457641587750516,11.851112785508661,1.8859863
48.45764125281736,11.851126294435034,1.6809998
48.45764091788262,11.851139803361159,1.6300049
48.457640582946304,11.851153312287037,1.3859863
48.45764024800839,11.851166821212669,0.9700012
48.457639913068896,11.85118033013805,0.78100586
48.457639578127825,11.851193839063184,0.9079895
48.45763924318516,11.85120734798807,0.86099243
48.45763890824092,11.851220856912711,0.9219971
48.45763857329509,11.851234365837103,1.0279846
48.457638238347684,11.851247874761247,1.2030029
48.457637903398684,11.851261383685143,0.9049988
48.457637568448106,11.851274892608794,0.85098267
48.45763723349595,11.851288401532193,0.94400024
48.4576368985422,11.851301910455346,0.91799927
